Interferon Signaling	Lagging.Chromosome	batch	group
BRCA.TCGA-A2-A0CK-01A-11R-A22K-07	-0.246874010465257	19.5611997568932	1	BRCA
BRCA.TCGA-A2-A0CL-01A-11R-A115-07	0.517274023994203	0.105004218810406	1	BRCA
BRCA.TCGA-A2-A0CM-01A-31R-A034-07	0.487689835554081	0.128557580861129	1	BRCA
BRCA.TCGA-A2-A0CO-01A-13R-A22K-07	0.175995946029433	1.08418016644715	1	BRCA
BRCA.TCGA-A2-A0CP-01A-11R-A034-07	-0.388908706194241	51.6848068945142	1	BRCA
BRCA.TCGA-A2-A0CQ-01A-21R-A034-07	-0.00787328092163836	3.81376611361769	1	BRCA
BRCA.TCGA-A2-A0CR-01A-11R-A22K-07	0.111817316385037	1.68177612251983	1	BRCA
BRCA.TCGA-A2-A0CS-01A-11R-A115-07	0.0170094565776062	3.21684798374928	1	BRCA
BRCA.TCGA-A2-A0CT-01A-31R-A056-07	-0.304056707264205	28.9253195805046	1	BRCA
BRCA.TCGA-A2-A0CU-01A-12R-A034-07	-0.406416571973157	58.2608194809509	1	BRCA
BRCA.TCGA-A2-A0CV-01A-31R-A115-07	0.0147050908145028	3.26795842077179	1	BRCA
BRCA.TCGA-A2-A0CW-01A-21R-A115-07	0.397964126150692	0.237498904649232	1	BRCA
BRCA.TCGA-A2-A0CX-01A-21R-A00Z-07	0.248149004585932	0.661825807306131	1	BRCA
BRCA.TCGA-A2-A0CY-01A-12R-A034-07	-0.42391630972265	65.6698663842032	1	BRCA
BRCA.TCGA-A2-A0CZ-01A-11R-A034-07	-0.185645943133788	12.8675100952273	1	BRCA
BRCA.TCGA-A2-A0D0-01A-11R-A00Z-07	0.382465015231807	0.264062992863385	1	BRCA
BRCA.TCGA-A2-A0D1-01A-11R-A034-07	-0.465239517591764	87.1228837500814	1	BRCA
BRCA.TCGA-A2-A0D2-01A-21R-A034-07	0.0767375291775585	2.13789250902146	1	BRCA
BRCA.TCGA-A2-A0D3-01A-11R-A115-07	-0.0267543514836732	4.33957668449998	1	BRCA
BRCA.TCGA-A2-A0D4-01A-11R-A00Z-07	-0.142467441697235	9.57671497218762	1	BRCA
BRCA.TCGA-A2-A0EM-01A-11R-A034-07	-0.264627618149262	22.0871279839566	1	BRCA
BRCA.TCGA-A2-A0EN-01A-13R-A084-07	0.350200989312197	0.329275902023637	1	BRCA
BRCA.TCGA-A2-A0EO-01A-11R-A034-07	-0.127427214222115	8.64040137336562	1	BRCA
BRCA.TCGA-A2-A0EP-01A-52R-A22U-07	0.14358572923547	1.3532816096164	1	BRCA
BRCA.TCGA-A2-A0EQ-01A-11R-A034-07	0.424771520263109	0.197706149667351	1	BRCA
BRCA.TCGA-A2-A0ER-01A-21R-A034-07	0.0411022014937801	2.72806045706388	1	BRCA
BRCA.TCGA-A2-A0ES-01A-11R-A115-07	0.0233471089518271	3.08036486784982	1	BRCA
BRCA.TCGA-A2-A0ET-01A-31R-A034-07	0.217732362206245	0.814906455761853	1	BRCA
BRCA.TCGA-A2-A0EU-01A-22R-A056-07	-0.192163506651727	13.4541847796871	1	BRCA
BRCA.TCGA-A2-A0EV-01A-11R-A034-07	0.326912067240725	0.386143241658843	1	BRCA
BRCA.TCGA-A2-A0EW-01A-21R-A115-07	-0.0558465855768253	5.29513180825561	1	BRCA
BRCA.TCGA-A2-A0EX-01A-21R-A034-07	-0.383164120401349	49.6931409825762	1	BRCA
BRCA.TCGA-A2-A0EY-01A-11R-A034-07	-0.30317695558103	28.7517665246729	1	BRCA
BRCA.TCGA-A2-A0ST-01A-12R-A084-07	0.555864456401878	0.0806416443474689	1	BRCA
BRCA.TCGA-A2-A0SU-01A-11R-A084-07	-0.34933211708234	39.4262776156846	1	BRCA
BRCA.TCGA-A2-A0SV-01A-11R-A084-07	0.388067494423048	0.254134292806135	1	BRCA
BRCA.TCGA-A2-A0SW-01A-11R-A084-07	0.217548996767295	0.815929272439312	1	BRCA
BRCA.TCGA-A2-A0SX-01A-12R-A084-07	0.46965618117114	0.145436506869238	1	BRCA
BRCA.TCGA-A2-A0SY-01A-31R-A084-07	-0.00476434476463147	3.73351407633818	1	BRCA
BRCA.TCGA-A2-A0T0-01A-22R-A084-07	-0.144662943294095	9.72163080449971	1	BRCA
BRCA.TCGA-A2-A0T1-01A-21R-A084-07	0.37902680382813	0.270347301852534	1	BRCA
BRCA.TCGA-A2-A0T2-01A-11R-A084-07	-0.242960617665699	19.0444872783792	1	BRCA
BRCA.TCGA-A2-A0T3-01A-21R-A115-07	-0.127410791472757	8.63943073927423	1	BRCA
BRCA.TCGA-A2-A0T4-01A-31R-A084-07	0.144091629128434	1.34860639389121	1	BRCA
BRCA.TCGA-A2-A0T5-01A-21R-A084-07	-0.307980506934325	29.7122326228067	1	BRCA
BRCA.TCGA-A2-A0T6-01A-11R-A084-07	0.191747039221949	0.973434916346924	1	BRCA
BRCA.TCGA-A2-A0T7-01A-21R-A084-07	0.140891427850691	1.37845506730916	1	BRCA
BRCA.TCGA-A2-A0YC-01A-11R-A109-07	0.292394883789172	0.488984052829223	1	BRCA
BRCA.TCGA-A2-A0YD-01A-11R-A109-07	0.351812199731095	0.325666616757005	1	BRCA
BRCA.TCGA-A2-A0YE-01A-11R-A109-07	0.18943765224781	0.98893516811002	1	BRCA
BRCA.TCGA-A2-A0YF-01A-21R-A109-07	0.130209667717427	1.48295097752288	1	BRCA
BRCA.TCGA-A2-A0YG-01A-21R-A109-07	-0.0932150634054031	6.83744543676648	1	BRCA
BRCA.TCGA-A2-A0YH-01A-11R-A109-07	0.45971770310614	0.155668025505659	1	BRCA
BRCA.TCGA-A2-A0YI-01A-31R-A10J-07	0.313988544213573	0.421835006338038	1	BRCA
BRCA.TCGA-A2-A0YJ-01A-11R-A109-07	-0.379342274997764	48.4107957181678	1	BRCA
BRCA.TCGA-A2-A0YK-01A-22R-A109-07	0.279826540675934	0.532885225618897	1	BRCA
BRCA.TCGA-A2-A0YL-01A-21R-A109-07	0.221043694180326	0.796654847375535	1	BRCA
BRCA.TCGA-A2-A0YM-01A-11R-A109-07	0.408755965298258	0.220597405116523	1	BRCA
BRCA.TCGA-A2-A0YT-01A-11R-A109-07	0.109974028945534	1.70311651318054	1	BRCA
BRCA.TCGA-A2-A1FV-01A-11R-A13Q-07	-0.363028695961852	43.298874486854	1	BRCA
BRCA.TCGA-A2-A1FW-01A-11R-A13Q-07	0.000969615458969175	3.5899046253711	1	BRCA
BRCA.TCGA-A2-A1FX-01A-11R-A13Q-07	0.0643937230657057	2.32625745413612	1	BRCA
BRCA.TCGA-A2-A1FZ-01A-51R-A14D-07	-0.162078086583082	10.9515943239092	1	BRCA
BRCA.TCGA-A2-A1G0-01A-11R-A13Q-07	-0.0618800137112713	5.51824958795476	1	BRCA
BRCA.TCGA-A2-A1G1-01A-21R-A13Q-07	0.385262555353488	0.259057635684472	1	BRCA
BRCA.TCGA-A2-A1G4-01A-11R-A13Q-07	-0.17616136180349	12.0591585879304	1	BRCA
BRCA.TCGA-A2-A1G6-01A-11R-A13Q-07	-0.172770659080454	11.7826682670581	1	BRCA
BRCA.TCGA-A2-A259-01A-11R-A16F-07	0.108940776337771	1.71519706464842	1	BRCA
BRCA.TCGA-A2-A25A-01A-12R-A16F-07	0.312507115158194	0.426131617556955	1	BRCA
BRCA.TCGA-A2-A25B-01A-11R-A169-07	0.131068823145155	1.47426091123211	1	BRCA
BRCA.TCGA-A2-A25C-01A-11R-A169-07	0.394825467856651	0.242653284547318	1	BRCA
BRCA.TCGA-A2-A25D-01A-12R-A16F-07	0.44324774601035	0.174232677360691	1	BRCA
BRCA.TCGA-A2-A25E-01A-11R-A169-07	-0.059042200143389	5.41215901920587	1	BRCA
BRCA.TCGA-A2-A25F-01A-11R-A169-07	0.534864548687101	0.0930995298782245	1	BRCA
BRCA.TCGA-A2-A3KC-01A-11R-A213-07	-0.092284896168517	6.79407696758852	1	BRCA
BRCA.TCGA-A2-A3KD-01A-12R-A213-07	-0.199899433467351	14.1853437397316	1	BRCA
BRCA.TCGA-A2-A3XS-01A-11R-A22U-07	-0.194077983099918	13.63154430139	1	BRCA
BRCA.TCGA-A2-A3XT-01A-11R-A22U-07	0.27585028842094	0.547578805722778	1	BRCA
BRCA.TCGA-A2-A3XU-01A-12R-A22U-07	-0.370337534020525	45.5187425249385	1	BRCA
BRCA.TCGA-A2-A3XV-01A-21R-A239-07	-0.293953349344632	26.9936956244363	1	BRCA
BRCA.TCGA-A2-A3XW-01A-11R-A239-07	0.14438631289878	1.3458905554896	1	BRCA
BRCA.TCGA-A2-A3XX-01A-21R-A239-07	-0.0305273044374774	4.45303738266111	1	BRCA
BRCA.TCGA-A2-A3XY-01A-11R-A239-07	0.25995045967261	0.61049630997546	1	BRCA
BRCA.TCGA-A2-A3XZ-01A-42R-A239-07	0.111825153266748	1.68168596540893	1	BRCA
BRCA.TCGA-A2-A3Y0-01A-11R-A239-07	0.358835199897776	0.31039075886185	1	BRCA
BRCA.TCGA-A2-A4RW-01A-21R-A266-07	-0.383628194494461	49.8511469401027	1	BRCA
BRCA.TCGA-A2-A4RX-01A-11R-A266-07	-0.361732669915456	42.9166955509019	1	BRCA
BRCA.TCGA-A2-A4RY-01A-31R-A266-07	-0.370964720796411	45.7144553483903	1	BRCA
BRCA.TCGA-A2-A4S0-01A-21R-A266-07	-0.417878898534647	63.0129388600953	1	BRCA
BRCA.TCGA-A2-A4S1-01A-21R-A266-07	-0.147596991891301	9.91872426589524	1	BRCA
BRCA.TCGA-A2-A4S2-01A-12R-A266-07	0.315693956983183	0.416942386639546	1	BRCA
BRCA.TCGA-A2-A4S3-01A-21R-A266-07	-0.0182913632782437	4.0954806855936	1	BRCA
BRCA.TCGA-A7-A0CD-01A-11R-A00Z-07	0.0449759425769297	2.65671879237359	1	BRCA
BRCA.TCGA-A7-A0CE-01A-11R-A00Z-07	0.100051075493253	1.82273788349111	1	BRCA
BRCA.TCGA-A7-A0CG-01A-12R-A056-07	0.154934746564437	1.25219412404491	1	BRCA
BRCA.TCGA-A7-A0CH-01A-21R-A00Z-07	-0.231848537628561	17.6504863907018	1	BRCA
BRCA.TCGA-A7-A0CJ-01A-21R-A00Z-07	0.170235860543072	1.12775290779625	1	BRCA
BRCA.TCGA-A7-A0D9-01A-31R-A056-07	-0.400302318876205	55.8742753586652	1	BRCA
BRCA.TCGA-A7-A0DA-01A-31R-A115-07	-0.114300696596744	7.89835530656538	1	BRCA
BRCA.TCGA-A7-A0DB-01A-11R-A00Z-07	-0.328733532541788	34.2444301532984	1	BRCA
BRCA.TCGA-A7-A13D-01A-13R-A12P-07	-0.0593233454510678	5.42257785593509	1	BRCA
BRCA.TCGA-A7-A13E-01A-11R-A12P-07	-0.346987342628171	38.7989294361253	1	BRCA
BRCA.TCGA-A7-A13F-01A-11R-A12P-07	-0.278291589059162	24.2511984377377	1	BRCA
BRCA.TCGA-A7-A13G-01A-11R-A13Q-07	-0.187541355694292	13.0354357247604	1	BRCA
BRCA.TCGA-A7-A13H-01A-11R-A22K-07	0.0841165883207161	2.03265465489284	1	BRCA
BRCA.TCGA-A7-A26E-01A-11R-A169-07	-0.00561792068010741	3.75537802757346	1	BRCA
BRCA.TCGA-A7-A26F-01A-21R-A169-07	0.454524811298645	0.161297208885351	1	BRCA
BRCA.TCGA-A7-A26G-01A-21R-A169-07	0.246007384409143	0.671593037624242	1	BRCA
BRCA.TCGA-A7-A26H-01A-11R-A169-07	0.19230616576466	0.969718820559074	1	BRCA
BRCA.TCGA-A7-A26I-01A-11R-A169-07	0.0798678759585287	2.09259890980366	1	BRCA
BRCA.TCGA-A7-A26J-01A-11R-A169-07	0.282547464624179	0.523058366226605	1	BRCA
BRCA.TCGA-A7-A2KD-01A-31R-A21T-07	0.326678304179681	0.386761217879508	1	BRCA
BRCA.TCGA-A7-A3IY-01A-21R-A21T-07	0.148112771121839	1.31201530675055	1	BRCA
BRCA.TCGA-A7-A3IZ-01A-11R-A213-07	-0.326316746452859	33.6829385445808	1	BRCA
BRCA.TCGA-A7-A3J0-01A-11R-A213-07	0.0395598046151308	2.75699678588432	1	BRCA
BRCA.TCGA-A7-A3J1-01A-11R-A213-07	0.443836724465164	0.173532102458114	1	BRCA
BRCA.TCGA-A7-A3RF-01A-11R-A22K-07	-0.263696329047617	21.9468655779518	1	BRCA
BRCA.TCGA-A7-A425-01A-11R-A24H-07	-0.282363853985881	24.9362646072796	1	BRCA
BRCA.TCGA-A7-A426-01A-22R-A24H-07	-0.183179137347977	12.6521969743904	1	BRCA
BRCA.TCGA-A7-A4SA-01A-11R-A266-07	0.0663684729769989	2.29504413388168	1	BRCA
BRCA.TCGA-A7-A4SB-01A-21R-A266-07	-0.39687075810589	54.5779430267155	1	BRCA
BRCA.TCGA-A7-A4SC-01A-12R-A266-07	-0.391036043535698	52.4424475557145	1	BRCA
BRCA.TCGA-A7-A4SD-01A-11R-A266-07	0.382189662542035	0.264560851564253	1	BRCA
BRCA.TCGA-A7-A4SE-01A-11R-A266-07	0.0851961313919458	2.01769914861103	1	BRCA
BRCA.TCGA-A7-A4SF-01A-11R-A266-07	-0.33285337432242	35.2232545289208	1	BRCA
BRCA.TCGA-A7-A56D-01A-11R-A27Q-07	0.0178188703202033	3.1990856720644	1	BRCA
BRCA.TCGA-A7-A5ZV-01A-11R-A28M-07	-0.380702547348483	48.8633705638787	1	BRCA
BRCA.TCGA-A7-A5ZW-01A-12R-A29R-07	-0.263278322736091	21.8841991814711	1	BRCA
BRCA.TCGA-A7-A5ZX-01A-12R-A29R-07	-0.443460948368945	75.0638477483894	1	BRCA
BRCA.TCGA-A7-A6VV-01A-22R-A33J-07	-0.00662465460747291	3.78132966817394	1	BRCA
BRCA.TCGA-A7-A6VW-01A-21R-A33J-07	0.146252995179637	1.32881360126107	1	BRCA
BRCA.TCGA-A7-A6VX-01A-12R-A33J-07	-0.0398558567030088	4.74646528850391	1	BRCA
BRCA.TCGA-A7-A6VY-01A-12R-A33J-07	0.392412268474909	0.24669224054764	1	BRCA
BRCA.TCGA-A8-A06N-01A-11R-A00Z-07	0.0959455163518682	1.8746548742683	1	BRCA
BRCA.TCGA-A8-A06O-01A-11R-A00Z-07	-0.025489522831094	4.3021913090589	1	BRCA
BRCA.TCGA-A8-A06P-01A-11R-A00Z-07	-0.307251922735412	29.5645146389714	1	BRCA
BRCA.TCGA-A8-A06Q-01A-11R-A034-07	-0.157238409376861	10.594958724706	1	BRCA
BRCA.TCGA-A8-A06R-01A-11R-A00Z-07	0.0937917368246678	1.9024792838074	1	BRCA
BRCA.TCGA-A8-A06T-01A-11R-A00Z-07	0.318040882005072	0.410301992312767	1	BRCA
BRCA.TCGA-A8-A06U-01A-11R-A00Z-07	0.314850828863407	0.419354083910495	1	BRCA
BRCA.TCGA-A8-A06X-01A-21R-A00Z-07	0.267933971463641	0.578049490872403	1	BRCA
BRCA.TCGA-A8-A06Y-01A-21R-A00Z-07	-0.140553968784518	9.45217757363164	1	BRCA
BRCA.TCGA-A8-A06Z-01A-11R-A00Z-07	-0.229058559212875	17.3168142661397	1	BRCA
BRCA.TCGA-A8-A075-01A-11R-A084-07	0.201772661726216	0.908912430245734	1	BRCA
BRCA.TCGA-A8-A076-01A-21R-A00Z-07	0.203675534960828	0.897157812241045	1	BRCA
BRCA.TCGA-A8-A079-01A-21R-A00Z-07	-0.0565439290318636	5.32045158838267	1	BRCA
BRCA.TCGA-A8-A07B-01A-11R-A00Z-07	-0.40015042496851	55.8162488015966	1	BRCA
BRCA.TCGA-A8-A07C-01A-11R-A034-07	-0.0119150550455889	3.92068240484601	1	BRCA
BRCA.TCGA-A8-A07E-01A-11R-A034-07	0.116987443452731	1.62333584291586	1	BRCA
BRCA.TCGA-A8-A07F-01A-11R-A00Z-07	0.154184026598939	1.25864123888582	1	BRCA
BRCA.TCGA-A8-A07G-01A-11R-A034-07	0.15918038230245	1.21634957002741	1	BRCA
BRCA.TCGA-A8-A07I-01A-11R-A00Z-07	0.426879200773536	0.194876074015905	1	BRCA
BRCA.TCGA-A8-A07J-01A-11R-A00Z-07	0.116090679420314	1.63332478467079	1	BRCA
BRCA.TCGA-A8-A07L-01A-11R-A00Z-07	-0.194884633739356	13.7069717600752	1	BRCA
BRCA.TCGA-A8-A07O-01A-11R-A00Z-07	0.00366658203553785	3.52428124292617	1	BRCA
BRCA.TCGA-A8-A07P-01A-11R-A00Z-07	0.0291785318609719	2.95990470865789	1	BRCA
BRCA.TCGA-A8-A07R-01A-21R-A034-07	0.324188236513556	0.393405656787672	1	BRCA
BRCA.TCGA-A8-A07S-01A-11R-A034-07	0.0270206665501141	3.00392080608011	1	BRCA
BRCA.TCGA-A8-A07U-01A-11R-A034-07	0.503758198061498	0.115175627111777	1	BRCA
BRCA.TCGA-A8-A07W-01A-11R-A00Z-07	-0.0305576956193401	4.45396325099102	1	BRCA
BRCA.TCGA-A8-A07Z-01A-11R-A00Z-07	0.0606851880802982	2.38602711005923	1	BRCA
BRCA.TCGA-A8-A081-01A-11R-A00Z-07	0.273021309150078	0.558278850586852	1	BRCA
BRCA.TCGA-A8-A082-01A-11R-A00Z-07	-0.172204283612898	11.7371058039544	1	BRCA
BRCA.TCGA-A8-A083-01A-21R-A00Z-07	0.154734516004686	1.25391044948775	1	BRCA
BRCA.TCGA-A8-A084-01A-21R-A00Z-07	0.218893571716284	0.808458905547419	1	BRCA
BRCA.TCGA-A8-A085-01A-11R-A00Z-07	-0.23558020116283	18.106853414496	1	BRCA
BRCA.TCGA-A8-A086-01A-11R-A00Z-07	-0.0987932808496453	7.10339660991567	1	BRCA
BRCA.TCGA-A8-A08A-01A-11R-A32Y-07	-0.159028474508002	10.7254946342181	1	BRCA
BRCA.TCGA-A8-A08B-01A-11R-A00Z-07	-0.0318181846974116	4.4925341350732	1	BRCA
BRCA.TCGA-A8-A08C-01A-11R-A00Z-07	-0.0138943713549982	3.97412905485139	1	BRCA
BRCA.TCGA-A8-A08F-01A-11R-A00Z-07	0.226810882522258	0.765837457282976	1	BRCA
BRCA.TCGA-A8-A08G-01A-11R-A00Z-07	0.232148889000593	0.738376814053301	1	BRCA
BRCA.TCGA-A8-A08H-01A-21R-A00Z-07	0.304656794010074	0.449641187438232	1	BRCA
BRCA.TCGA-A8-A08I-01A-11R-A00Z-07	0.485470446627643	0.130524254040155	1	BRCA
BRCA.TCGA-A8-A08J-01A-11R-A00Z-07	0.218724150910989	0.809396416894776	1	BRCA
BRCA.TCGA-A8-A08L-01A-11R-A00Z-07	-0.0950470971093108	6.92367410934734	1	BRCA
BRCA.TCGA-A8-A08O-01A-21R-A056-07	-0.328944704194458	34.293934055745	1	BRCA
BRCA.TCGA-A8-A08P-01A-11R-A00Z-07	0.391569226467477	0.248119022957983	1	BRCA
BRCA.TCGA-A8-A08R-01A-11R-A034-07	0.334920117338204	0.365559031139001	1	BRCA
BRCA.TCGA-A8-A08S-01A-11R-A034-07	0.354747134551879	0.319193409865587	1	BRCA
BRCA.TCGA-A8-A08T-01A-21R-A00Z-07	-0.346373414112941	38.6363273668461	1	BRCA
BRCA.TCGA-A8-A08X-01A-21R-A00Z-07	-0.242652106767808	19.0043376291768	1	BRCA
BRCA.TCGA-A8-A08Z-01A-21R-A00Z-07	-0.0604118459088059	5.46310560363454	1	BRCA
BRCA.TCGA-A8-A090-01A-11R-A00Z-07	0.142195080859851	1.36621680597258	1	BRCA
BRCA.TCGA-A8-A091-01A-11R-A00Z-07	-0.299645026811456	28.0654242878715	1	BRCA
BRCA.TCGA-A8-A092-01A-11R-A00Z-07	0.0809465582147713	2.07721458809495	1	BRCA
BRCA.TCGA-A8-A093-01A-11R-A00Z-07	-0.292889493836592	26.7979618306773	1	BRCA
BRCA.TCGA-A8-A094-01A-11R-A00Z-07	-0.136549262218958	9.19675012630254	1	BRCA
BRCA.TCGA-A8-A095-01A-11R-A00Z-07	-0.204039109831867	14.5927898258299	1	BRCA
BRCA.TCGA-A8-A096-01A-11R-A00Z-07	0.481875059609351	0.133774293914781	1	BRCA
BRCA.TCGA-A8-A097-01A-11R-A034-07	0.184937611273982	1.01985136906812	1	BRCA
BRCA.TCGA-A8-A099-01A-11R-A00Z-07	0.0587951436770431	2.4170768597179	1	BRCA
BRCA.TCGA-A8-A09A-01A-11R-A00Z-07	-0.322730424670938	32.866651293687	1	BRCA
BRCA.TCGA-A8-A09B-01A-11R-A00Z-07	-0.250877433811777	20.104309466578	1	BRCA
BRCA.TCGA-A8-A09C-01A-11R-A00Z-07	-0.334617614789879	35.6509264320974	1	BRCA
BRCA.TCGA-A8-A09D-01A-11R-A00Z-07	0.109851123612212	1.70454902371164	1	BRCA
BRCA.TCGA-A8-A09E-01A-11R-A00Z-07	0.148003294665905	1.31299823635499	1	BRCA
BRCA.TCGA-A8-A09G-01A-21R-A00Z-07	0.216121422592855	0.823936342875498	1	BRCA
BRCA.TCGA-A8-A09I-01A-22R-A034-07	0.475465982178817	0.139769766307026	1	BRCA
BRCA.TCGA-A8-A09K-01A-11R-A00Z-07	-0.124003569210022	8.44039349077346	1	BRCA
BRCA.TCGA-A8-A09M-01A-11R-A00Z-07	0.381493526577607	0.265823708871904	1	BRCA
BRCA.TCGA-A8-A09N-01A-11R-A00Z-07	-0.0818920086957071	6.32782539185414	1	BRCA
BRCA.TCGA-A8-A09Q-01A-11R-A00Z-07	-0.00292751976837705	3.68689538315777	1	BRCA
BRCA.TCGA-A8-A09R-01A-11R-A00Z-07	0.36269984169032	0.302292528166532	1	BRCA
BRCA.TCGA-A8-A09T-01A-11R-A00Z-07	-0.368185309552211	44.8534924979225	1	BRCA
BRCA.TCGA-A8-A09V-01A-11R-A034-07	-0.207331853494825	14.9252171781123	1	BRCA
BRCA.TCGA-A8-A09W-01A-11R-A00Z-07	0.1006998919938	1.81466585214592	1	BRCA
BRCA.TCGA-A8-A09X-01A-11R-A00Z-07	0.278309938196481	0.538442481076578	1	BRCA
BRCA.TCGA-A8-A09Z-01A-11R-A00Z-07	0.329134476065531	0.380317174629475	1	BRCA
BRCA.TCGA-A8-A0A1-01A-11R-A00Z-07	0.100078967125895	1.82239014170582	1	BRCA
BRCA.TCGA-A8-A0A2-01A-11R-A034-07	-0.0861116292764574	6.51314061771866	1	BRCA
BRCA.TCGA-A8-A0A4-01A-11R-A00Z-07	-0.273943406345616	23.5404789908856	1	BRCA
BRCA.TCGA-A8-A0A6-01A-12R-A056-07	0.201568036152188	0.9101855993794	1	BRCA
BRCA.TCGA-A8-A0A7-01A-11R-A00Z-07	0.462294799262356	0.152947782505525	1	BRCA
BRCA.TCGA-A8-A0A9-01A-11R-A00Z-07	0.293827587730166	0.484215079974386	1	BRCA
BRCA.TCGA-A8-A0AB-01A-11R-A034-07	-0.363621294697364	43.4747551309412	1	BRCA
BRCA.TCGA-A8-A0AD-01A-11R-A056-07	-0.300512159694825	28.2323972417583	1	BRCA
BRCA.TCGA-AC-A23C-01A-12R-A169-07	0.306206755749925	0.444898910850475	1	BRCA
BRCA.TCGA-AC-A23E-01A-11R-A157-07	0.135085741488281	1.43430194090355	1	BRCA
BRCA.TCGA-AC-A23G-01A-11R-A213-07	-0.318897962201104	32.0161928957124	1	BRCA
BRCA.TCGA-AC-A23H-01A-11R-A157-07	-0.0492308995946677	5.06083753006845	1	BRCA
BRCA.TCGA-AC-A2B8-01A-11R-A17B-07	0.290455827534504	0.495513385391983	1	BRCA
BRCA.TCGA-AC-A2BK-01A-11R-A21T-07	-0.241174528053349	18.8132157025808	1	BRCA
BRCA.TCGA-AC-A2BM-01A-11R-A21T-07	0.0729408867855149	2.19414446053469	1	BRCA
BRCA.TCGA-AC-A2FB-01A-11R-A17B-07	0.471857834898235	0.143262523145249	1	BRCA
BRCA.TCGA-AC-A2FE-01A-11R-A19W-07	0.372839170802891	0.282036117416723	1	BRCA
BRCA.TCGA-AC-A2FF-01A-11R-A17B-07	0.135364319405568	1.43157124283971	1	BRCA
BRCA.TCGA-AC-A2FG-01A-11R-A17B-07	-0.184784171297889	12.791877763785	1	BRCA
BRCA.TCGA-AC-A2FK-01A-12R-A180-07	-0.233059262259101	17.7972782279789	1	BRCA
BRCA.TCGA-AC-A2FM-01A-11R-A19W-07	-0.396286822206832	54.3603648259954	1	BRCA
BRCA.TCGA-AC-A2FO-01A-11R-A180-07	0.193883997757133	0.95930847674915	1	BRCA
